Z = 0
2.33844e-01	2.59035e-01	2.80187e-01	2.88449e-01	2.82900e-01	2.63909e-01	2.32994e-01	1.98341e-01	1.84885e-01	1.91608e-01	1.95254e-01	1.89003e-01	1.72059e-01	1.43696e-01	1.04122e-01	6.49946e-02	2.29392e-02	
2.58470e-01	2.71889e-01	2.85711e-01	2.91049e-01	2.85221e-01	2.68437e-01	2.43529e-01	2.18532e-01	2.04648e-01	2.01841e-01	1.99586e-01	1.90506e-01	1.71865e-01	1.42405e-01	1.02463e-01	6.36090e-02	2.23747e-02	
2.79381e-01	2.85324e-01	2.91994e-01	2.93665e-01	2.87450e-01	2.73386e-01	2.54247e-01	2.35265e-01	2.21179e-01	2.12307e-01	2.04373e-01	1.91796e-01	1.70368e-01	1.38660e-01	9.81287e-02	6.01454e-02	2.09903e-02	
2.87790e-01	2.90636e-01	2.93529e-01	2.92880e-01	2.86388e-01	2.74003e-01	2.57855e-01	2.41299e-01	2.27076e-01	2.15573e-01	2.04574e-01	1.89811e-01	1.65108e-01	1.30030e-01	8.92705e-02	5.34283e-02	1.83833e-02	
2.82333e-01	2.84883e-01	2.87373e-01	2.86439e-01	2.79913e-01	2.67744e-01	2.51920e-01	2.35541e-01	2.21100e-01	2.08881e-01	1.96660e-01	1.79851e-01	1.52187e-01	1.15583e-01	7.55171e-02	4.30001e-02	1.44359e-02	
2.63360e-01	2.68254e-01	2.73545e-01	2.74282e-01	2.67964e-01	2.54622e-01	2.36624e-01	2.18347e-01	2.03622e-01	1.92390e-01	1.80583e-01	1.62373e-01	1.33306e-01	1.02286e-01	6.19569e-02	3.04449e-02	9.51329e-03	
2.32766e-01	2.43796e-01	2.54860e-01	2.58498e-01	2.52484e-01	2.37027e-01	2.14467e-01	1.91276e-01	1.76319e-01	1.68856e-01	1.59199e-01	1.40322e-01	1.10066e-01	7.85830e-02	4.09228e-02	1.41088e-02	3.66290e-03	
1.98691e-01	2.19396e-01	2.36370e-01	2.42297e-01	2.36438e-01	2.19174e-01	1.91783e-01	1.60634e-01	1.45333e-01	1.44075e-01	1.36157e-01	1.16155e-01	8.65052e-02	5.68767e-02	2.22671e-02			
1.85376e-01	2.05657e-01	2.22444e-01	2.28250e-01	2.22167e-01	2.04587e-01	1.76933e-01	1.45427e-01	1.28290e-01	1.23607e-01	1.12511e-01	9.17352e-02	6.43090e-02	3.91263e-02	1.36784e-02			
1.91833e-01	2.02554e-01	2.13385e-01	2.16710e-01	2.09919e-01	1.93187e-01	1.69181e-01	1.43873e-01	1.23284e-01	1.07175e-01	8.96036e-02	7.20178e-02	4.65029e-02	2.44813e-02	8.05938e-03			
1.95476e-01	2.00122e-01	2.05221e-01	2.05540e-01	1.97502e-01	1.81087e-01	1.59257e-01	1.35872e-01	1.12140e-01	8.93435e-02	6.64656e-02	4.73608e-02	2.61772e-02	1.01754e-02	2.91810e-03			
1.89487e-01	1.91090e-01	1.92513e-01	1.90585e-01	1.80428e-01	1.62517e-01	1.40195e-01	1.16054e-01	9.17262e-02	7.19255e-02	4.74562e-02	2.71939e-02	1.06210e-02					
1.72641e-01	1.72442e-01	1.70984e-01	1.65790e-01	1.52716e-01	1.33392e-01	1.10170e-01	8.69007e-02	6.46802e-02	4.64464e-02	2.61414e-02	1.06352e-02	3.17133e-03					
1.44170e-01	1.42862e-01	1.39160e-01	1.30715e-01	1.16335e-01	1.02795e-01	7.94386e-02	5.81264e-02	3.99921e-02	2.45494e-02	1.00739e-02							
1.04968e-01	1.03281e-01	9.89466e-02	9.01603e-02	7.62378e-02	6.21469e-02	4.12654e-02	2.28457e-02	1.40122e-02	8.02446e-03	2.84533e-03							
6.66623e-02	6.52201e-02	6.16635e-02	5.47746e-02	4.37923e-02	3.03426e-02	1.39042e-02											
2.35203e-02	2.29294e-02	2.14978e-02	1.87932e-02	1.45820e-02	9.30349e-03	3.48573e-03											

Z = 1
8.27555e-02	1.31705e-01	1.52565e-01	1.58419e-01	1.55416e-01	1.43877e-01	1.18956e-01	7.04911e-02	6.52153e-02	9.71298e-02	1.06523e-01	1.04560e-01	9.70217e-02	8.60526e-02	7.42677e-02	1.48484e-01	6.34097e-02	
1.29852e-01	1.44935e-01	1.56044e-01	1.59918e-01	1.56753e-01	1.46745e-01	1.30092e-01	1.09981e-01	1.02757e-01	1.07591e-01	1.09418e-01	1.05707e-01	9.71596e-02	8.54184e-02	7.30747e-02	1.45244e-01	6.18457e-02	
1.51318e-01	1.55521e-01	1.60096e-01	1.61450e-01	1.58061e-01	1.49980e-01	1.38714e-01	1.27540e-01	1.19890e-01	1.16009e-01	1.13064e-01	1.07989e-01	9.76776e-02	8.34948e-02	6.98114e-02	1.37005e-01	5.79438e-02	
1.57639e-01	1.59393e-01	1.61259e-01	1.61088e-01	1.57540e-01	1.50594e-01	1.41506e-01	1.32285e-01	1.24567e-01	1.18726e-01	1.14505e-01	1.12488e-01	9.96555e-02	7.90070e-02	6.31121e-02	1.20781e-01	5.04926e-02	
1.54700e-01	1.56277e-01	1.57900e-01	1.57559e-01	1.53993e-01	1.47185e-01	1.38305e-01	1.29215e-01	1.21413e-01	1.15249e-01	1.10635e-01	1.08084e-01	9.54316e-02	8.55800e-02	6.42564e-02	9.82981e-02	3.92615e-02	
1.42865e-01	1.46358e-01	1.50051e-01	1.50835e-01	1.47396e-01	1.39785e-01	1.29303e-01	1.18721e-01	1.10866e-01	1.05831e-01	1.01751e-01	9.76115e-02	9.52420e-02	2.11200e-01	1.46706e-01	7.86240e-02	2.51397e-02	
1.17509e-01	1.30225e-01	1.39303e-01	1.42103e-01	1.38850e-01	1.29751e-01	1.14983e-01	9.71048e-02	8.97312e-02	9.19763e-02	9.04591e-02	8.45394e-02	8.05998e-02	1.86719e-01	1.15229e-01	3.82061e-02	9.52974e-03	
7.06519e-02	1.11741e-01	1.28821e-01	1.33186e-01	1.30043e-01	1.19745e-01	9.84411e-02	5.78245e-02	5.25435e-02	7.85296e-02	8.10757e-02	7.04452e-02	6.22463e-02	1.31729e-01	6.20299e-02			
6.53602e-02	1.04538e-01	1.21260e-01	1.25580e-01	1.22347e-01	1.11950e-01	9.10458e-02	5.25644e-02	4.65258e-02	6.81182e-02	6.94338e-02	6.67149e-02	5.41850e-02	9.01600e-02	3.73745e-02			
9.60037e-02	1.07989e-01	1.16891e-01	1.19688e-01	1.16153e-01	1.06529e-01	9.20661e-02	7.73835e-02	6.69113e-02	6.23699e-02	6.31497e-02	1.46632e-01	1.08484e-01	6.33827e-02	2.14394e-02			
1.06020e-01	1.09461e-01	1.13542e-01	1.15338e-01	1.11370e-01	1.02014e-01	9.01467e-02	8.04116e-02	6.86945e-02	6.45377e-02	5.68666e-02	1.13781e-01	7.34996e-02	2.76748e-02	7.65901e-03			
1.04590e-01	1.05800e-01	1.08139e-01	1.12914e-01	1.08165e-01	9.72700e-02	8.39293e-02	7.00002e-02	6.47185e-02	1.46108e-01	1.10713e-01	7.14559e-02	2.89436e-02					
9.70966e-02	9.72256e-02	9.77550e-02	1.00099e-01	9.56647e-02	9.75811e-02	8.22788e-02	6.39506e-02	5.45879e-02	1.11561e-01	7.34146e-02	2.89226e-02	8.31388e-03					
8.57345e-02	8.51252e-02	8.34727e-02	7.93444e-02	8.36903e-02	2.11742e-01	1.83798e-01	1.31139e-01	9.04793e-02	6.46556e-02	2.75979e-02							
7.66000e-02	7.53937e-02	7.22491e-02	6.56155e-02	6.51065e-02	1.52366e-01	1.17512e-01	6.44864e-02	3.93568e-02	2.20564e-02	7.53732e-03							
1.49658e-01	1.46481e-01	1.38511e-01	1.22643e-01	9.92509e-02	8.08231e-02	3.86340e-02											
6.71104e-02	6.54879e-02	6.14896e-02	5.37398e-02	4.12998e-02	2.56944e-02	9.24718e-03											

Z = 2
